Cikkszám,asd,Termék Név,Rövid Leírás,Tulajdonságok,Paraméter: Kategória||text,Paraméter: Márka||text,Paraméter: Fit||text,Paraméter: Méretek||textmore,Paraméter: Válasszon méretet||text,Paraméter: Szín||text,Paraméter: Nem||text,Paraméter: Anyag||text,Paraméter: EAN||text,Paraméter: VTSZ||text,Paraméter: Méret||text,Paraméter: Típus||text,Paraméter: Rugalmasság||text,Paraméter: Controller||text,Paraméter: Vízállóság||text,Paraméter: Íz||text
BL_PZ_CA5668853_M,1,calvin klein female red french panties ca5668853,Cikkszám: BL_PZ_CA5668853_M,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,M,M,red,Women,93% cotton 7% lycra,,,M,,,,,
BL_PZ_CA5668853_S,1,calvin klein female red french panties ca5668853,Cikkszám: BL_PZ_CA5668853_S,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,S,S,red,Women,93% cotton 7% lycra,,,S,,,,,
BL_PZ_CA5668853_XL,1,calvin klein female red french panties ca5668853,Cikkszám: BL_PZ_CA5668853_XL,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,XL,XL,red,Women,93% cotton 7% lycra,,,XL,,,,,
BL_PZ_CA5668853_XS,1,calvin klein female red french panties ca5668853,Cikkszám: BL_PZ_CA5668853_XS,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,XS,XS,red,Women,93% cotton 7% lycra,,,XS,,,,,
BL_PZ_CA6144208,3,calvin klein male black white filter boxer ca6144208,,"calvin klein men's underwear, black edge brand name inscription, box box 3 pcs, boxer",boxer,CALVIN KLEIN,,,,"black, white, gray",Men,100% cotton,,,,,,,,
BL_PZ_CA6144208_L,1,calvin klein male black white filter boxer ca6144208,Cikkszám: BL_PZ_CA6144208_L,"calvin klein men's underwear, black edge brand name inscription, box box 3 pcs, boxer",boxer,CALVIN KLEIN,,L,L,"black, white, gray",Men,100% cotton,,,L,,,,,
BL_PZ_CA6144208_M,1,calvin klein male black white filter boxer ca6144208,Cikkszám: BL_PZ_CA6144208_M,"calvin klein men's underwear, black edge brand name inscription, box box 3 pcs, boxer",boxer,CALVIN KLEIN,,M,M,"black, white, gray",Men,100% cotton,,,M,,,,,
BL_PZ_CA6144208_S,1,calvin klein male black white filter boxer ca6144208,Cikkszám: BL_PZ_CA6144208_S,"calvin klein men's underwear, black edge brand name inscription, box box 3 pcs, boxer",boxer,CALVIN KLEIN,,S,S,"black, white, gray",Men,100% cotton,,,S,,,,,
BL_PZ_CA6144208_XL,1,calvin klein male black white filter boxer ca6144208,Cikkszám: BL_PZ_CA6144208_XL,"calvin klein men's underwear, black edge brand name inscription, box box 3 pcs, boxer",boxer,CALVIN KLEIN,,XL,XL,"black, white, gray",Men,100% cotton,,,XL,,,,,
BL_PZ_CA6161448,3,calvin klein female black set ca6161448,,"calvin klein lingerie, brace without braces and long leggings",set,CALVIN KLEIN,,,,black,Women,53% cotton 35% other 12% elastane,,,,,,,,
BL_PZ_CA6161448_L,1,calvin klein female black set ca6161448,Cikkszám: BL_PZ_CA6161448_L,"calvin klein lingerie, brace without braces and long leggings",set,CALVIN KLEIN,,L,L,black,Women,53% cotton 35% other 12% elastane,,,L,,,,,
BL_PZ_CA6161448_M,1,calvin klein female black set ca6161448,Cikkszám: BL_PZ_CA6161448_M,"calvin klein lingerie, brace without braces and long leggings",set,CALVIN KLEIN,,M,M,black,Women,53% cotton 35% other 12% elastane,,,M,,,,,
BL_PZ_CA6161448_XL,1,calvin klein female black set ca6161448,Cikkszám: BL_PZ_CA6161448_XL,"calvin klein lingerie, brace without braces and long leggings",set,CALVIN KLEIN,,XL,XL,black,Women,53% cotton 35% other 12% elastane,,,XL,,,,,
BL_PZ_CA6234776,3,calvin klein male white boxer ca6234776,,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,,,white,Men,100% cotton,,,,,,,,
BL_PZ_CA6234776_L,1,calvin klein male white boxer ca6234776,Cikkszám: BL_PZ_CA6234776_L,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,L,L,white,Men,100% cotton,,,L,,,,,
BL_PZ_CA6234776_M,1,calvin klein male white boxer ca6234776,Cikkszám: BL_PZ_CA6234776_M,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,M,M,white,Men,100% cotton,,,M,,,,,
BL_PZ_CA6234776_S,1,calvin klein male white boxer ca6234776,Cikkszám: BL_PZ_CA6234776_S,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,S,S,white,Men,100% cotton,,,S,,,,,
BL_PZ_CA6234776_XL,1,calvin klein male white boxer ca6234776,Cikkszám: BL_PZ_CA6234776_XL,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,XL,XL,white,Men,100% cotton,,,XL,,,,,
BL_PZ_CA6459260,3,calvin klein female white french panties ca6459260,,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,,,white,Women,93% cotton 7% lycra,,,,,,,,
BL_PZ_CA6459260_L,1,calvin klein female white french panties ca6459260,Cikkszám: BL_PZ_CA6459260_L,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,L,L,white,Women,93% cotton 7% lycra,,,L,,,,,
BL_PZ_CA6459260_M,1,calvin klein female white french panties ca6459260,Cikkszám: BL_PZ_CA6459260_M,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,M,M,white,Women,93% cotton 7% lycra,,,M,,,,,
BL_PZ_CA6459260_S,1,calvin klein female white french panties ca6459260,Cikkszám: BL_PZ_CA6459260_S,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,S,S,white,Women,93% cotton 7% lycra,,,S,,,,,
BL_PZ_CA6459260_XL,1,calvin klein female white french panties ca6459260,Cikkszám: BL_PZ_CA6459260_XL,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,XL,XL,white,Women,93% cotton 7% lycra,,,XL,,,,,
BL_PZ_CA6459260_XS,1,calvin klein female white french panties ca6459260,Cikkszám: BL_PZ_CA6459260_XS,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,XS,XS,white,Women,93% cotton 7% lycra,,,XS,,,,,
BL_PZ_CA6788959,3,calvin klein male blue green filter boxer ca6788959,,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,,,"blue, green, gray",Men,100% cotton,,,,,,,,
BL_PZ_CA6788959_L,1,calvin klein male blue green filter boxer ca6788959,Cikkszám: BL_PZ_CA6788959_L,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,L,L,"blue, green, gray",Men,100% cotton,,,L,,,,,
BL_PZ_CA6788959_M,1,calvin klein male blue green filter boxer ca6788959,Cikkszám: BL_PZ_CA6788959_M,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,M,M,"blue, green, gray",Men,100% cotton,,,M,,,,,
BL_PZ_CA6788959_S,1,calvin klein male blue green filter boxer ca6788959,Cikkszám: BL_PZ_CA6788959_S,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,S,S,"blue, green, gray",Men,100% cotton,,,S,,,,,
BL_PZ_CA6788959_XL,1,calvin klein male blue green filter boxer ca6788959,Cikkszám: BL_PZ_CA6788959_XL,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,XL,XL,"blue, green, gray",Men,100% cotton,,,XL,,,,,
BL_PZ_CA6812466,3,calvin klein female white set ca6812466,,"calvin klein lingerie, brace without braces and french panties",set,CALVIN KLEIN,,,,white,Women,53% cotton 35% other 12% elastane,,,,,,,,
BL_PZ_CA6812466_L,1,calvin klein female white set ca6812466,Cikkszám: BL_PZ_CA6812466_L,"calvin klein lingerie, brace without braces and french panties",set,CALVIN KLEIN,,L,L,white,Women,53% cotton 35% other 12% elastane,,,L,,,,,
BL_PZ_CA6812466_M,1,calvin klein female white set ca6812466,Cikkszám: BL_PZ_CA6812466_M,"calvin klein lingerie, brace without braces and french panties",set,CALVIN KLEIN,,M,M,white,Women,53% cotton 35% other 12% elastane,,,M,,,,,
BL_PZ_CA6812466_S,1,calvin klein female white set ca6812466,Cikkszám: BL_PZ_CA6812466_S,"calvin klein lingerie, brace without braces and french panties",set,CALVIN KLEIN,,S,S,white,Women,53% cotton 35% other 12% elastane,,,S,,,,,
BL_PZ_CA6812466_XL,1,calvin klein female white set ca6812466,Cikkszám: BL_PZ_CA6812466_XL,"calvin klein lingerie, brace without braces and french panties",set,CALVIN KLEIN,,XL,XL,white,Women,53% cotton 35% other 12% elastane,,,XL,,,,,
BL_PZ_CA6812466_XS,1,calvin klein female white set ca6812466,Cikkszám: BL_PZ_CA6812466_XS,"calvin klein lingerie, brace without braces and french panties",set,CALVIN KLEIN,,XS,XS,white,Women,53% cotton 35% other 12% elastane,,,XS,,,,,
BL_PZ_CA6951292,3,calvin klein female white set ca6951292,,"calvin klein lingerie, brace without braces and long leggings",set,CALVIN KLEIN,,,,white,Women,53% cotton 35% other 12% elastane,,,,,,,,
BL_PZ_CA6951292_L,1,calvin klein female white set ca6951292,Cikkszám: BL_PZ_CA6951292_L,"calvin klein lingerie, brace without braces and long leggings",set,CALVIN KLEIN,,L,L,white,Women,53% cotton 35% other 12% elastane,,,L,,,,,
BL_PZ_CA6951292_M,1,calvin klein female white set ca6951292,Cikkszám: BL_PZ_CA6951292_M,"calvin klein lingerie, brace without braces and long leggings",set,CALVIN KLEIN,,M,M,white,Women,53% cotton 35% other 12% elastane,,,M,,,,,
BL_PZ_CA6951292_S,1,calvin klein female white set ca6951292,Cikkszám: BL_PZ_CA6951292_S,"calvin klein lingerie, brace without braces and long leggings",set,CALVIN KLEIN,,S,S,white,Women,53% cotton 35% other 12% elastane,,,S,,,,,
BL_PZ_CA6951292_XL,1,calvin klein female white set ca6951292,Cikkszám: BL_PZ_CA6951292_XL,"calvin klein lingerie, brace without braces and long leggings",set,CALVIN KLEIN,,XL,XL,white,Women,53% cotton 35% other 12% elastane,,,XL,,,,,
BL_PZ_CA7236527,3,calvin klein male white boxer ca7236527,,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,,,white,Men,100% cotton,,,,,,,,
BL_PZ_CA7236527_L,1,calvin klein male white boxer ca7236527,Cikkszám: BL_PZ_CA7236527_L,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,L,L,white,Men,100% cotton,,,L,,,,,
BL_PZ_CA7236527_M,1,calvin klein male white boxer ca7236527,Cikkszám: BL_PZ_CA7236527_M,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,M,M,white,Men,100% cotton,,,M,,,,,
BL_PZ_CA7236527_S,1,calvin klein male white boxer ca7236527,Cikkszám: BL_PZ_CA7236527_S,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,S,S,white,Men,100% cotton,,,S,,,,,
BL_PZ_CA7236527_XL,1,calvin klein male white boxer ca7236527,Cikkszám: BL_PZ_CA7236527_XL,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,XL,XL,white,Men,100% cotton,,,XL,,,,,
BL_PZ_CA7752249,3,calvin klein male black white filter boxer ca7752249,,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,,,"black, white, gray",Men,100% cotton,,,,,,,,
BL_PZ_CA7752249_L,1,calvin klein male black white filter boxer ca7752249,Cikkszám: BL_PZ_CA7752249_L,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,L,L,"black, white, gray",Men,100% cotton,,,L,,,,,
BL_PZ_CA7752249_M,1,calvin klein male black white filter boxer ca7752249,Cikkszám: BL_PZ_CA7752249_M,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,M,M,"black, white, gray",Men,100% cotton,,,M,,,,,
BL_PZ_CA7752249_S,1,calvin klein male black white filter boxer ca7752249,Cikkszám: BL_PZ_CA7752249_S,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,S,S,"black, white, gray",Men,100% cotton,,,S,,,,,
BL_PZ_CA7752249_XL,1,calvin klein male black white filter boxer ca7752249,Cikkszám: BL_PZ_CA7752249_XL,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,XL,XL,"black, white, gray",Men,100% cotton,,,XL,,,,,
BL_PZ_CA7834632,3,calvin klein female black thong ca7834632,,calvin klein female thong 3db,thong,CALVIN KLEIN,,,,black,Women,93% cotton 7% lycra,,,,,,,,
BL_PZ_CA7834632_L,1,calvin klein female black thong ca7834632,Cikkszám: BL_PZ_CA7834632_L,calvin klein female thong 3db,thong,CALVIN KLEIN,,L,L,black,Women,93% cotton 7% lycra,,,L,,,,,
BL_PZ_CA7834632_M,1,calvin klein female black thong ca7834632,Cikkszám: BL_PZ_CA7834632_M,calvin klein female thong 3db,thong,CALVIN KLEIN,,M,M,black,Women,93% cotton 7% lycra,,,M,,,,,
BL_PZ_CA7834632_S,1,calvin klein female black thong ca7834632,Cikkszám: BL_PZ_CA7834632_S,calvin klein female thong 3db,thong,CALVIN KLEIN,,S,S,black,Women,93% cotton 7% lycra,,,S,,,,,
BL_PZ_CA7834632_XL,1,calvin klein female black thong ca7834632,Cikkszám: BL_PZ_CA7834632_XL,calvin klein female thong 3db,thong,CALVIN KLEIN,,XL,XL,black,Women,93% cotton 7% lycra,,,XL,,,,,
BL_PZ_CA7834632_XS,1,calvin klein female black thong ca7834632,Cikkszám: BL_PZ_CA7834632_XS,calvin klein female thong 3db,thong,CALVIN KLEIN,,XS,XS,black,Women,93% cotton 7% lycra,,,XS,,,,,
BL_PZ_CA847115,3,"calvin klein female black, white french panties ca847115",,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,,,"black, white, gray",Women,93% cotton 7% lycra,,,,,,,,
BL_PZ_CA847115_L,1,"calvin klein female black, white french panties ca847115",Cikkszám: BL_PZ_CA847115_L,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,L,L,"black, white, gray",Women,93% cotton 7% lycra,,,L,,,,,
BL_PZ_CA847115_M,1,"calvin klein female black, white french panties ca847115",Cikkszám: BL_PZ_CA847115_M,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,M,M,"black, white, gray",Women,93% cotton 7% lycra,,,M,,,,,
BL_PZ_CA847115_S,1,"calvin klein female black, white french panties ca847115",Cikkszám: BL_PZ_CA847115_S,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,S,S,"black, white, gray",Women,93% cotton 7% lycra,,,S,,,,,
BL_PZ_CA847115_XL,1,"calvin klein female black, white french panties ca847115",Cikkszám: BL_PZ_CA847115_XL,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,XL,XL,"black, white, gray",Women,93% cotton 7% lycra,,,XL,,,,,
BL_PZ_CA847115_XS,1,"calvin klein female black, white french panties ca847115",Cikkszám: BL_PZ_CA847115_XS,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,XS,XS,"black, white, gray",Women,93% cotton 7% lycra,,,XS,,,,,
BL_PZ_CA8927269,3,calvin klein male black white filter boxer ca8927269,,"calvin klein men's underpants with red edge brand name inscription in box 3 pcs, boxer",boxer,CALVIN KLEIN,,,,"black, white, gray",Men,100% cotton,,,,,,,,
BL_PZ_CA8927269_M,1,calvin klein male black white filter boxer ca8927269,Cikkszám: BL_PZ_CA8927269_M,"calvin klein men's underpants with red edge brand name inscription in box 3 pcs, boxer",boxer,CALVIN KLEIN,,M,M,"black, white, gray",Men,100% cotton,,,M,,,,,
BL_PZ_CA8927269_S,1,calvin klein male black white filter boxer ca8927269,Cikkszám: BL_PZ_CA8927269_S,"calvin klein men's underpants with red edge brand name inscription in box 3 pcs, boxer",boxer,CALVIN KLEIN,,S,S,"black, white, gray",Men,100% cotton,,,S,,,,,
BL_PZ_CA8942754,3,calvin klein female red french panties ca8942754,,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,,,red,Women,93% cotton 7% lycra,,,,,,,,
BL_PZ_CA8942754_L,1,calvin klein female red french panties ca8942754,Cikkszám: BL_PZ_CA8942754_L,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,L,L,red,Women,93% cotton 7% lycra,,,L,,,,,
BL_PZ_CA8942754_M,1,calvin klein female red french panties ca8942754,Cikkszám: BL_PZ_CA8942754_M,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,M,M,red,Women,93% cotton 7% lycra,,,M,,,,,
BL_PZ_CA8942754_S,1,calvin klein female red french panties ca8942754,Cikkszám: BL_PZ_CA8942754_S,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,S,S,red,Women,93% cotton 7% lycra,,,S,,,,,
BL_PZ_CA8942754_XL,1,calvin klein female red french panties ca8942754,Cikkszám: BL_PZ_CA8942754_XL,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,XL,XL,red,Women,93% cotton 7% lycra,,,XL,,,,,
BL_PZ_CA8942754_XS,1,calvin klein female red french panties ca8942754,Cikkszám: BL_PZ_CA8942754_XS,calvin klein female french panties 3db,French knickers,CALVIN KLEIN,,XS,XS,red,Women,93% cotton 7% lycra,,,XS,,,,,
BL_PZ_CA9058695,3,calvin klein male black boxer ca9058695,,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_CA9058695_L,1,calvin klein male black boxer ca9058695,Cikkszám: BL_PZ_CA9058695_L,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_CA9058695_M,1,calvin klein male black boxer ca9058695,Cikkszám: BL_PZ_CA9058695_M,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,M,M,black,Men,100% cotton,,,M,,,,,
BL_PZ_CA9058695_S,1,calvin klein male black boxer ca9058695,Cikkszám: BL_PZ_CA9058695_S,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,S,S,black,Men,100% cotton,,,S,,,,,
BL_PZ_CA9058695_XL,1,calvin klein male black boxer ca9058695,Cikkszám: BL_PZ_CA9058695_XL,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,XL,XL,black,Men,100% cotton,,,XL,,,,,
BL_PZ_CA9784035,3,calvin klein male black boxer ca9784035,,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_CA9784035_L,1,calvin klein male black boxer ca9784035,Cikkszám: BL_PZ_CA9784035_L,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_CA9784035_M,1,calvin klein male black boxer ca9784035,Cikkszám: BL_PZ_CA9784035_M,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,M,M,black,Men,100% cotton,,,M,,,,,
BL_PZ_CA9784035_S,1,calvin klein male black boxer ca9784035,Cikkszám: BL_PZ_CA9784035_S,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,S,S,black,Men,100% cotton,,,S,,,,,
BL_PZ_CA9784035_XL,1,calvin klein male black boxer ca9784035,Cikkszám: BL_PZ_CA9784035_XL,"calvin klein men's underwear, brand name inscription, 3 pcs, boxer",boxer,CALVIN KLEIN,,XL,XL,black,Men,100% cotton,,,XL,,,,,
BL_PZ_DO9755126,3,dolce gabbana man in black short sleeve top with do9755126,,"dolce gabbana men's v-neck, short sleeve top with leather insignia, t-shirt",short sleeve top,DOLCE GABBANA,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_DO9755126_L,1,dolce gabbana man in black short sleeve top with do9755126,Cikkszám: BL_PZ_DO9755126_L,"dolce gabbana men's v-neck, short sleeve top with leather insignia, t-shirt",short sleeve top,DOLCE GABBANA,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_Ds2816555,3,dsquared man in black short sleeve top ds2816555,,dsquared Men's Round Neck Printed Surf Pattern Printed Short Sleeve Top T-Shirt,short sleeve top,Dsquared,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_Ds2816555_L,1,dsquared man in black short sleeve top ds2816555,Cikkszám: BL_PZ_Ds2816555_L,dsquared Men's Round Neck Printed Surf Pattern Printed Short Sleeve Top T-Shirt,short sleeve top,Dsquared,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_Ds3132371,3,dsquared man with pink short sleeve top ds3132371,,"dsquared man printed big branded short sleeve top, t-shirt",short sleeve top,Dsquared,,,,pink,Men,100% cotton,,,,,,,,
BL_PZ_Ds3132371_2XL,1,dsquared man with pink short sleeve top ds3132371,Cikkszám: BL_PZ_Ds3132371_2XL,"dsquared man printed big branded short sleeve top, t-shirt",short sleeve top,Dsquared,,2XL,2XL,pink,Men,100% cotton,,,2XL,,,,,
BL_PZ_Ds3273752,3,dsquared male filter with short sleeve top ds3273752,,"dsquared men's round neck print branded short sleeve top, t-shirt",short sleeve top,Dsquared,,,,gray,Men,100% cotton,,,,,,,,
BL_PZ_Ds3273752_L,1,dsquared male filter with short sleeve top ds3273752,Cikkszám: BL_PZ_Ds3273752_L,"dsquared men's round neck print branded short sleeve top, t-shirt",short sleeve top,Dsquared,,L,L,gray,Men,100% cotton,,,L,,,,,
BL_PZ_Ds3273752_M,1,dsquared male filter with short sleeve top ds3273752,Cikkszám: BL_PZ_Ds3273752_M,"dsquared men's round neck print branded short sleeve top, t-shirt",short sleeve top,Dsquared,,M,M,gray,Men,100% cotton,,,M,,,,,
BL_PZ_Ds3273752_XL,1,dsquared male filter with short sleeve top ds3273752,Cikkszám: BL_PZ_Ds3273752_XL,"dsquared men's round neck print branded short sleeve top, t-shirt",short sleeve top,Dsquared,,XL,XL,gray,Men,100% cotton,,,XL,,,,,
BL_PZ_Ds4249033,3,dsquared man with pink short sleeve top ds4249033,,"dsquared men's printed pattern, big branded short sleeve top, t-shirt",short sleeve top,Dsquared,,,,pink,Men,100% cotton,,,,,,,,
BL_PZ_Ds4249033_2XL,1,dsquared man with pink short sleeve top ds4249033,Cikkszám: BL_PZ_Ds4249033_2XL,"dsquared men's printed pattern, big branded short sleeve top, t-shirt",short sleeve top,Dsquared,,2XL,2XL,pink,Men,100% cotton,,,2XL,,,,,
